PPG,HR,SPO2
20,122,96
18,122,96
16,122,96
16,122,96
18,122,96
23,122,96
31,122,96
40,122,96
51,122,96
60,122,96
66,122,96
68,122,96
65,122,96
62,122,96
58,122,96
54,122,96
54,122,96
46,122,96
42,122,96
42,122,96
37,122,96
34,122,96
34,122,96
30,122,96
28,122,96
28,122,96
23,122,96
20,122,96
20,122,96
15,122,96
13,122,96
11,122,96
9,122,96
8,122,96
7,122,96
6,122,96
8,122,96
12,122,96
18,122,96
26,122,96
34,122,96
41,122,96
46,122,96
48,122,96
47,122,96
45,122,96
41,122,96
39,122,96
39,121,96
39,121,96
32,121,96
29,121,96
26,121,96
23,121,96
21,121,96
20,121,96
18,121,96
17,121,96
15,121,96
13,121,96
11,121,96
8,121,96
5,121,96
1,121,96
14,121,96
14,121,96
14,121,96
14,121,96
14,121,96
14,121,96
14,121,96
14,121,96
2,121,96
12,121,96
23,121,96
33,121,96
41,121,96
46,121,96
47,121,96
46,121,96
44,121,96
40,121,96
38,121,96
35,121,96
32,121,96
29,121,96
27,121,96
25,121,96
24,121,96
23,121,96
22,121,96
21,121,96
19,121,96
16,121,96
14,121,96
11,121,96
9,121,96
7,121,96
5,121,96
3,121,96
2,121,96
8,121,96
8,121,96
8,121,96
8,121,96
8,121,96
2,121,96
9,121,96
9,120,96
9,120,96
30,120,96
40,120,96
49,120,96
54,120,96
56,120,96
55,120,96
52,120,96
49,120,96
45,120,96
41,120,96
39,120,96
36,120,96
34,120,96
33,120,96
33,120,96
33,120,96
32,120,96
32,120,96
31,120,96
29,120,96
27,120,96
26,120,96
24,120,96
22,120,96
21,120,96
19,120,96
17,120,96
15,120,96
15,120,96
17,120,96
22,120,96
31,120,96
40,120,96
51,120,96
60,120,96
67,120,96
71,120,96
71,120,96
68,120,96
65,120,96
61,120,96
56,120,96
52,120,96
48,120,96
44,120,96
42,120,96
41,120,96
41,120,96
40,120,96
40,120,96
40,120,96
39,120,96
37,120,96
36,120,96
34,120,96
32,120,96
30,120,96
28,120,96
26,120,96
26,120,96
24,120,96
24,120,96
27,120,96
34,120,96
41,120,96
51,120,96
60,120,96
60,120,96
71,120,96
72,120,96
72,120,96
67,120,96
63,120,96
59,120,96
54,120,96
50,120,96
47,120,96
45,120,96
43,120,96
42,120,96
41,120,96
40,120,96
40,120,96
39,120,96
37,120,96
35,120,96
33,120,96
31,120,96
29,120,96
27,120,96
24,120,96
24,120,96
25,120,96
30,120,96
38,120,96
46,120,96
56,120,96
65,120,96
71,120,96
74,120,96
73,120,96
71,120,96
67,120,96
63,120,96
58,120,96
54,120,96
50,120,96
48,120,96
45,120,96
45,120,96
42,120,96
40,120,96
40,120,96
37,120,96
35,120,96
33,120,96
31,120,96
29,120,96
27,120,96
27,118,95
25,118,95
24,118,95
25,118,95
28,118,95
35,118,95
43,118,95
52,118,95
61,118,95
68,118,95
72,118,95
73,118,95
70,118,95
67,118,95
62,118,95
58,118,95
53,118,95
49,118,95
45,118,95
42,118,95
40,118,95
39,118,95
38,118,95
36,118,95
35,118,95
33,118,95
30,118,95
27,118,95
24,118,95
21,118,95
18,118,95
16,118,95
13,118,95
11,118,95
10,118,95
12,118,95
17,118,95
25,118,95
34,118,95
43,118,95
52,118,95
58,118,95
60,118,95
60,118,95
57,118,95
53,118,95
49,118,95
46,118,95
42,118,95
40,118,95
37,118,95
35,118,95
34,118,95
33,118,95
32,118,95
32,118,95
30,118,95
29,118,95
27,118,95
25,118,95
22,118,95
22,118,95
22,118,95
22,118,95
15,118,95
13,118,95
11,118,95
11,118,95
14,118,95
20,118,95
29,118,95
39,118,95
48,118,95
55,118,95
60,118,95
60,118,95
59,118,95
55,118,95
51,118,95
46,118,95
42,118,95
39,118,95
36,118,95
34,118,95
32,118,95
30,118,95
29,118,95
28,118,95
26,118,95
24,118,95
22,118,95
20,118,95
17,118,95
15,118,95
13,118,95
11,118,95
9,118,95
7,118,95
7,118,95
8,118,95
12,118,95
19,118,95
29,118,95
39,118,95
47,118,95
54,118,95
58,118,95
59,118,95
57,118,95
53,118,95
49,118,95
45,118,95
41,118,95
38,118,95
36,118,95
34,118,95
33,118,95
33,118,95
34,118,95
34,118,95
33,118,95
33,117,95
33,117,95
33,117,95
30,117,95
28,117,95
26,117,95
24,117,95
22,117,95
21,117,95
20,117,95
21,117,95
25,117,95
32,117,95
78,117,95
83,117,95
84,117,95
82,117,95
79,117,95
75,117,95
70,117,95
65,117,95
61,117,95
56,117,95
52,117,95
50,117,95
47,117,95
46,117,95
45,117,95
45,114,95
45,114,95
43,114,95
41,114,95
40,114,95
38,114,95
36,114,95
34,114,95
31,114,95
30,114,95
30,114,95
34,114,95
40,114,95
40,114,95
60,114,95
70,114,95
70,114,95
82,114,95
82,114,95
82,114,95
76,114,95
72,114,95
72,114,95
63,114,95
59,114,95
54,114,95
52,114,95
51,114,95
50,114,95
49,114,95
48,114,95
46,114,95
44,114,95
42,114,95
40,114,95
37,114,95
35,114,95
32,114,95
29,114,95
28,114,95
29,114,95
34,114,95
40,114,95
50,114,95
60,114,95
68,114,95
74,114,95
76,114,95
75,114,95
73,114,95
69,114,95
66,114,95
62,114,95
58,114,95
55,114,95
53,114,95
50,114,95
49,114,95
47,114,95
46,114,95
45,114,95
45,114,95
43,114,95
41,114,95
40,114,95
37,114,95
34,114,95
34,114,95
28,114,95
25,114,95
25,114,95
22,114,95
23,114,95
23,114,95
35,114,95
45,114,95
45,114,95
65,114,95
73,114,95
73,114,95
77,114,95
75,114,95
72,114,95
69,114,95
65,114,95
61,114,95
58,114,95
55,114,95
52,114,95
50,114,95
48,114,95
46,114,95
44,114,95
42,114,95
40,114,95
36,114,95
32,114,95
29,114,95
25,114,95
22,114,95
19,114,95
17,114,95
14,114,95
12,114,95
9,114,95
8,114,95
9,114,95
12,114,95
19,114,95
29,114,95
39,114,95
48,114,95
56,114,95
60,114,95
61,114,95
59,114,95
57,114,95
54,114,95
51,114,95
48,114,95
45,114,95
42,114,95
42,116,95
42,116,95
42,116,95
37,116,95
35,116,95
33,116,95
31,116,95
29,116,95
26,116,95
23,116,95
21,116,95
19,116,95
17,116,95
15,116,95
13,116,95
11,116,95
10,116,95
8,116,95
7,116,95
5,116,95
4,116,95
3,116,95
3,116,95
6,116,95
14,116,95
24,116,95
35,116,95
46,116,95
56,116,95
63,116,95
66,116,95
66,116,95
65,116,95
62,116,95
59,116,95
56,116,95
53,116,95
50,116,95
47,116,95
45,116,95
44,116,95
43,116,95
42,116,95
41,116,95
40,116,95
40,116,95
40,115,95
40,115,95
56,115,95
55,115,95
53,115,95
51,115,95
49,115,95
47,115,95
44,115,95
40,115,95
38,115,95
36,115,95
35,115,95
33,115,95
30,115,95
28,115,95
26,115,95
27,115,95
27,115,95
38,115,95
47,115,95
47,115,95
66,115,95
73,115,95
73,115,95
77,115,95
75,115,95
75,115,95
70,115,95
67,115,95
63,115,95
60,115,95
57,115,95
54,115,95
52,115,95
50,115,95
48,115,95
46,115,95
44,115,95
42,115,95
40,115,95
39,115,95
36,115,95
34,115,95
31,115,95
28,115,95
25,115,95
22,115,95
19,115,95
17,115,95
19,115,95
23,115,95
31,115,95
40,115,95
50,115,95
60,115,95
67,115,95
67,115,95
67,115,95
71,115,95
69,115,95
67,115,95
64,115,95
61,115,95
58,115,95
55,115,95
53,115,95
50,115,95
48,115,95
46,115,95
44,115,95
42,115,95
41,115,95
39,115,95
37,115,95
34,115,95
32,115,95
30,115,95
27,115,95
24,115,95
22,115,95
19,115,95
17,115,95
15,115,95
13,115,95
11,115,95
11,115,95
14,115,95
20,115,95
30,115,95
40,115,95
50,115,95
59,115,95
64,115,95
66,115,95
66,115,95
63,115,95
61,115,95
58,115,95
54,115,95
51,115,95
48,115,95
46,115,95
44,115,95
42,115,95
40,115,95
39,115,95
38,115,95
35,115,95
32,115,95
29,115,95
26,115,95
23,115,95
20,115,95
17,115,95
14,115,95
11,115,95
9,115,95
9,114,95
7,114,95
6,114,95
4,114,95
3,114,95
2,114,95
4,114,95
8,114,95
15,114,95
25,114,95
36,114,95
45,114,95
53,114,95
58,114,95
60,114,95
58,114,95
55,114,95
52,114,95
49,114,95
45,114,95
42,114,95
39,114,95
36,114,95
34,114,95
31,114,95
30,114,95
28,114,95
26,114,95
24,114,95
22,114,95
20,114,95
17,114,95
14,114,95
12,114,95
9,114,95
7,114,95
5,114,95
3,114,95
2,114,95
10,114,95
10,114,95
10,114,95
10,114,95
10,114,95
1,114,95
8,114,95
8,114,95
28,114,95
38,114,95
38,114,95
51,114,95
53,114,95
53,114,95
50,114,95
47,114,95
47,114,95
41,114,95
38,114,95
35,114,95
33,114,95
32,114,95
32,113,96
32,113,96
32,113,96
30,113,96
29,113,96
28,113,96
26,113,96
24,113,96
23,113,96
21,113,96
19,113,96
17,113,96
16,113,96
14,113,96
13,113,96
11,113,96
10,113,96
10,113,96
11,113,96
16,113,96
23,113,96
33,113,96
42,113,96
52,113,96
59,113,96
63,113,96
64,113,96
63,113,96
60,113,96
56,113,96
52,113,96
48,113,96
44,113,96
41,113,96
40,113,96
38,113,96
37,113,96
36,113,96
35,113,96
34,113,96
33,113,96
31,113,96
28,113,96
25,113,96
23,113,96
20,113,96
17,113,96
15,113,96
13,113,96
12,113,96
11,113,96
12,113,96
16,113,96
23,113,96
32,113,96
42,113,96
53,113,96
62,113,96
68,113,96
70,113,96
69,113,96
69,113,96
69,113,96
64,113,96
60,113,96
56,113,96
52,113,96
49,113,96
47,113,96
45,113,96
44,113,96
43,113,96
43,113,96
43,113,96
41,113,96
40,113,96
40,113,96
38,113,96
35,113,96
32,113,96
30,113,96
27,113,96
24,113,96
22,113,96
20,113,96
21,113,96
26,113,96
34,113,96
42,113,96
52,113,96
62,113,96
69,113,96
73,113,96
74,113,96
72,113,96
69,113,96
66,113,96
63,113,96
59,113,96
56,113,96
53,113,96
50,113,96
48,113,96
46,113,96
44,113,96
43,113,96
41,113,96
40,113,96
38,113,96
36,113,96
33,113,96
30,113,96
28,113,96
26,113,96
25,113,96
22,113,96
20,113,96
19,113,96
18,113,96
20,113,96
25,113,96
34,113,96
34,112,96
43,112,96
53,112,96
62,112,96
69,112,96
72,112,96
72,112,96
70,112,96
67,112,96
63,112,96
60,112,96
55,112,96
52,112,96
49,112,96
46,112,96
45,112,96
43,112,96
42,112,96
41,112,96
40,112,96
38,112,96
35,112,96
33,112,96
33,112,96
27,112,96
24,112,96
24,112,96
20,112,96
18,112,96
18,112,96
14,112,96
12,112,96
12,112,96
12,112,96
16,112,96
23,112,96
33,112,96
43,112,96
53,112,96
61,112,96
65,112,96
66,112,96
65,112,96
62,112,96
58,112,96
55,112,96
51,112,96
48,112,96
44,112,96
41,112,96
40,112,96
38,112,96
36,112,96
35,112,96
33,112,96
32,112,96
30,112,96
27,112,96
24,112,96
20,112,96
17,112,96
17,111,96
17,111,96
17,111,96
7,111,96
5,111,96
3,111,96
1,111,96
15,111,96
15,111,96
15,111,96
15,111,96
6,111,96
14,111,96
23,111,96
34,111,96
43,111,96
50,111,96
54,111,96
56,111,96
55,111,96
52,111,96
49,111,96
46,111,96
43,111,96
41,111,96
40,111,96
39,111,96
39,111,96
39,111,96
39,111,96
40,111,96
40,111,96
38,111,96
36,111,96
34,111,96
31,111,96
28,111,96
26,111,96
24,111,96
22,111,96
20,111,96
18,111,96
16,111,96
14,111,96
13,111,96
14,111,96
19,111,96
26,111,96
36,111,96
45,111,96
55,111,96
63,111,96
67,111,96
68,111,96
67,111,96
64,111,96
61,111,96
57,111,96
53,111,96
49,111,96
46,111,96
46,108,96
46,108,96
43,108,96
42,108,96
42,108,96
42,108,96
41,108,96
40,108,96
40,108,96
38,108,96
36,108,96
34,108,96
31,108,96
29,108,96
27,108,96
25,108,96
23,108,96
22,108,96
22,108,96
25,108,96
30,108,96
38,108,96
47,108,96
57,108,96
66,108,96
73,108,96
76,108,96
76,108,96
75,108,96
71,108,96
68,108,96
63,108,96
59,108,96
55,108,96
52,108,96
49,108,96
48,108,96
47,108,96
46,108,96
46,108,96
45,108,96
44,108,96
42,108,96
40,108,96
38,108,96
35,108,96
32,108,96
32,108,96
27,108,96
25,108,96
25,108,96
28,108,96
34,108,96
34,108,96
52,108,96
62,108,96
62,108,96
77,108,96
79,108,96
78,108,96
76,108,96
76,105,96
72,105,96
68,105,96
64,105,96
60,105,96
57,105,96
54,105,96
52,105,96
51,105,96
50,105,96
49,105,96
48,105,96
46,105,96
44,105,96
42,105,96
40,105,96
37,105,96
35,105,96
32,105,96
30,105,96
28,105,96
26,105,96
25,105,96
27,105,96
32,105,96
40,105,96
49,105,96
60,105,96
69,105,96
77,105,96
80,105,96
81,105,96
79,105,96
77,105,96
73,105,96
70,105,96
67,105,96
63,105,96
60,105,96
58,105,96
55,105,96
54,105,96
52,105,96
50,105,96
48,105,96
46,105,96
43,105,96
41,105,96
39,105,96
36,105,96
33,105,96
30,105,96
27,105,96
24,105,96
21,105,96
19,105,96
17,105,96
18,105,96
21,105,96
27,105,96
37,105,96
37,106,96
37,106,96
37,106,96
65,106,96
71,106,96
74,106,96
73,106,96
72,106,96
70,106,96
67,106,96
64,106,96
60,106,96
57,106,96
54,106,96
52,106,96
49,106,96
47,106,96
45,106,96
43,106,96
41,106,96
40,106,96
37,106,96
33,106,96
30,106,96
27,106,96
23,106,96
20,106,96
18,106,96
15,106,96
13,106,96
11,106,96
9,106,96
7,106,96
5,106,96
4,106,96
4,106,96
9,106,96
16,106,96
26,106,96
37,106,96
47,106,96
56,106,96
61,106,96
63,106,96
63,106,96
62,106,96
60,106,96
57,106,96
55,106,96
51,106,96
48,106,96
45,106,96
42,106,96
40,106,96
38,106,96
36,106,96
34,106,96
32,106,96
30,106,96
28,106,96
25,106,96
25,105,96
25,105,96
21,105,96
18,105,96
16,105,96
13,105,96
11,105,96
9,105,96
7,105,96
5,105,96
4,105,96
3,105,96
3,105,96
1,105,96
15,105,96
26,105,96
38,105,96
48,105,96
58,105,96
64,105,96
66,105,96
66,105,96
64,105,96
62,105,96
59,105,96
56,105,96
53,105,96
50,105,96
48,105,96
47,105,96
46,105,96
45,105,96
45,105,96
44,105,96
42,105,96
41,105,96
40,105,96
37,105,96
35,105,96
32,105,96
30,105,96
28,105,96
26,105,96
25,105,96
24,105,96
22,105,96
20,105,96
18,105,96
18,105,96
20,105,96
25,105,96
34,105,96
43,105,96
54,105,96
64,105,96
71,105,96
75,105,96
75,104,97
75,104,97
74,104,97
71,104,97
68,104,97
65,104,97
61,104,97
58,104,97
58,104,97
53,104,97
51,104,97
51,104,97
49,104,97
48,104,97
48,104,97
45,104,97
43,104,97
43,104,97
39,104,97
36,104,97
33,104,97
30,104,97
26,104,97
24,104,97
21,104,97
20,104,97
19,104,97
22,104,97
28,104,97
37,104,97
47,104,97
58,104,97
68,104,97
75,104,97
78,104,97
79,104,97
77,104,97
73,104,97
69,104,97
65,104,97
61,104,97
58,104,97
55,104,97
53,104,97
51,104,97
49,104,97
48,104,97
46,104,97
44,104,97
42,104,97
40,104,97
39,104,97
36,104,97
34,104,97
32,104,97
30,104,97
27,104,97
25,104,97
23,104,97
24,104,97
28,104,97
28,104,97
34,104,97
43,104,97
54,104,97
64,104,97
72,104,97
77,104,97
79,104,97
78,104,97
76,104,97
73,104,97
70,104,97
66,104,97
63,104,97
60,104,97
57,104,97
54,104,97
51,104,97
49,104,97
47,104,97
46,104,97
44,104,97
41,104,97
39,104,97
37,104,97
34,104,97
32,104,97
29,104,97
27,104,97
25,104,97
22,104,97
20,104,97
18,104,97
17,104,97
20,104,97
26,104,97
35,104,97
44,104,97
55,104,97
64,104,97
70,104,97
73,104,97
74,104,97
72,104,97
70,104,97
67,104,97
64,104,97
61,104,97
58,104,97
54,104,97
51,104,97
48,104,97
46,104,97
44,104,97
42,104,97
40,104,97
39,104,97
36,104,97
33,104,97
30,104,97
27,104,97
27,103,97
27,103,97
27,103,97
19,103,97
16,103,97
14,103,97
12,103,97
10,103,97
9,103,97
7,103,97
6,103,97
7,103,97
10,103,97
16,103,97
25,103,97
36,103,97
46,103,97
56,103,97
62,103,97
65,103,97
65,103,97
64,103,97
61,103,97
58,103,97
56,103,97
53,103,97
50,103,97
46,103,97
43,103,97
40,103,97
39,103,97
37,103,97
35,103,97
33,103,97
32,103,97
29,103,97
27,103,97
24,103,97
21,103,97
18,103,97
16,103,97
13,103,97
11,103,97
10,103,97
8,103,97
8,103,97
5,103,97
3,103,97
3,103,97
1,103,97
11,103,97
11,103,97
11,103,97
3,103,97
3,103,97
18,103,97
30,103,97
41,103,97
52,103,97
60,103,97
65,103,97
65,102,97
65,102,97
64,102,97
62,102,97
59,102,97
56,102,97
53,102,97
50,102,97
48,102,97
46,102,97
44,102,97
43,102,97
41,102,97
40,102,97
40,102,97
38,102,97
36,102,97
33,102,97
31,102,97
29,102,97
27,102,97
25,102,97
23,102,97
21,102,97
20,102,97
18,102,97
16,102,97
15,102,97
13,102,97
13,102,97
16,102,97
21,102,97
30,102,97
40,102,97
51,102,97
62,102,97
70,102,97
74,102,97
75,102,97
74,102,97
72,102,97
69,102,97
66,102,97
63,102,97
60,102,97
57,102,97
55,102,97
53,102,97
52,102,97
51,102,97
50,102,97
48,102,97
46,102,97
44,102,97
42,102,97
40,102,97
37,102,97
35,102,97
32,102,97
30,102,97
28,102,97
28,102,97
25,102,97
23,102,97
23,102,97
25,102,97
30,102,97
38,102,97
47,102,97
59,102,97
69,102,97
76,102,97
80,102,97
81,102,97
79,102,97
76,102,97
72,102,97
69,102,97
65,102,97
61,102,97
58,102,97
55,102,97
53,102,97
51,102,97
50,102,97
49,102,97
47,102,97
44,102,97
42,102,97
40,102,97
36,102,97
33,102,97
30,102,97
26,102,97
24,102,97
21,102,97
19,102,97
17,102,97
17,102,97
20,102,97
27,102,97
36,102,97
46,102,97
56,102,97
65,102,97
72,102,97
74,102,97
74,102,97
72,102,97
69,102,97
66,102,97
62,102,97
58,102,97
55,102,97
52,102,97
49,102,97
46,102,97
45,102,97
43,102,97
42,102,97
40,102,97
38,102,97
38,102,97
38,102,97
38,102,97
31,102,97
28,102,97
25,102,97
23,102,97
21,102,97
18,102,97
18,102,97
14,102,97
12,102,97
12,102,97
10,102,97
12,102,97
12,102,97
27,102,97
38,102,97
38,102,97
58,102,97
65,102,97
69,102,97
70,102,97
68,102,97
65,102,97
62,102,97
59,102,97
56,102,97
52,102,97
49,102,97
46,102,97
44,102,97
41,102,97
40,102,97
38,102,97
36,102,97
33,102,97
30,102,97
27,102,97
24,102,97
21,102,97
19,102,97
16,102,97
13,102,97
11,102,97
9,102,97
7,102,97
5,102,97
3,102,97
2,102,97
3,102,97
7,102,97
14,102,97
24,102,97
35,102,97
45,102,97
54,102,97
59,102,97
60,102,97
59,102,97
57,102,97
57,102,97
57,102,97
50,102,97
47,102,97
43,102,97
40,102,97
38,102,97
35,102,97
33,102,97
31,102,97
30,102,97
28,102,97
27,102,97
26,102,97
24,102,97
21,102,97
19,102,97
16,102,97
14,102,97
12,102,97
10,102,97
8,102,97
7,102,97
6,102,97
5,102,97
4,102,97
5,102,97
9,102,97
15,102,97
25,102,97
35,102,97
45,102,97
55,102,97
62,102,97
65,102,97
65,102,97
64,102,97
61,102,97
58,102,97
54,102,97
51,102,97
48,102,97
45,102,97
43,102,97
43,102,97
42,102,97
42,102,97
42,102,97
41,102,97
40,102,97
38,102,97
36,102,97
33,102,97
31,102,97
29,102,97
26,102,97
25,102,97
23,102,97
21,102,97
19,102,97
17,102,97
17,100,97
18,100,97
21,100,97
28,100,97
36,100,97
45,100,97
54,100,97
61,100,97
65,100,97
67,100,97
66,100,97
63,100,97
60,100,97
56,100,97
52,100,97
49,100,97
46,100,97
43,100,97
41,100,97
40,100,97
40,100,97
39,100,97
38,100,97
37,100,97
35,100,97
33,100,97
31,100,97
28,100,97
26,100,97
24,100,97
21,100,97
19,100,97
17,100,97
15,100,97
15,100,97
19,100,97
25,100,97
34,100,97
44,100,97
55,100,97
64,100,97
69,100,97
72,100,97
71,100,97
69,100,97
66,100,97
66,100,97
58,100,97
55,100,97
55,100,97
48,100,97
46,100,97
46,100,97
43,100,97
42,100,97
42,100,97
40,100,97
39,100,97
39,100,97
35,100,97
33,100,97
33,99,97
33,99,97
33,99,97
26,99,97
24,99,97
21,99,97
20,99,97
20,99,97
23,99,97
30,99,97
39,99,97
48,99,97
58,99,97
66,99,97
71,99,97
73,99,97
72,99,97
70,99,97
67,99,97
63,99,97
59,99,97
56,99,97
52,99,97
50,99,97
47,99,97
45,99,97
44,99,97
42,99,97
40,99,97
39,99,97
37,99,97
35,99,97
32,99,97
29,99,97
27,99,97
24,99,97
22,99,97
20,99,97
17,99,97
15,99,97
14,99,97
14,99,97
17,99,97
23,99,97
32,99,97
42,99,97
52,99,97
61,99,97
67,99,97
70,99,97
70,99,97
68,99,97
66,99,97
63,99,97
59,99,97
56,99,97
53,99,97
50,99,97
48,99,97
45,99,97
43,99,97
43,99,97
43,99,97
40,99,97
37,99,97
35,99,97
32,99,97
30,99,97
28,99,97
25,99,97
22,99,97
20,99,97
18,99,97
15,99,97
13,99,97
10,99,97
8,99,97
7,99,97
7,99,97
10,99,97
16,99,97
25,99,97
35,99,97
45,99,97
54,99,97
60,99,97
63,99,97
62,99,97
60,99,97
58,99,97
55,99,97
52,99,97
49,99,97
46,99,97
43,99,97
41,99,97
39,99,97
36,99,97
34,99,97
32,99,97
30,99,97
27,99,97
25,99,97
23,99,97
21,99,97
19,99,97
17,99,97
15,99,97
12,99,97
11,99,97
9,99,97
7,99,97
6,99,97
5,99,97
5,99,97
7,99,97
11,99,97
19,99,97
29,99,97
40,99,97
49,99,97
58,99,97
58,99,97
63,99,97
65,99,97
65,99,97
63,99,97
61,99,97
59,99,97
56,99,97
54,99,97
51,99,97
51,99,97
47,99,97
46,99,97
46,99,97
43,99,97
42,99,97
42,99,97
39,99,97
37,99,97
37,99,97
33,99,97
30,99,97
30,99,97
26,99,97
24,99,97
21,99,97
19,99,97
17,99,97
17,99,97
18,99,97
23,99,97
30,99,97
39,99,97
48,99,97
57,99,97
64,99,97
67,99,97
69,99,97
68,99,97
66,99,97
63,99,97
60,99,97
56,99,97
53,99,97
51,99,97
48,99,97
46,99,97
44,99,97
43,99,97
42,99,97
40,99,97
40,99,97
38,99,97
37,99,97
35,99,97
32,99,97
30,99,97
28,99,97
26,99,97
23,99,97
20,99,97
20,99,97
20,99,97
20,99,97
21,99,97
27,99,97
35,99,97
44,99,97
54,99,97
62,99,97
67,99,97
70,99,97
70,99,97
68,99,97
65,99,97
62,99,97
59,99,97
56,99,97
53,99,97
50,99,97
49,99,97
47,99,97
46,99,97
45,99,97
44,99,97
43,99,97
42,99,97
40,99,97
38,99,97
36,99,97
34,99,97
31,99,97
29,99,97
26,99,97
24,99,97
24,99,97
27,99,97
33,99,97
40,99,97
50,99,97
59,99,97
67,99,97
72,99,97
73,99,97
73,99,97
70,99,97
68,99,97
64,99,97
61,99,97
57,99,97
54,99,97
51,99,97
49,99,97
48,99,97
47,99,97
47,99,97
46,99,97
45,99,97
44,99,97
42,99,97
41,99,97
39,99,97
39,99,97
39,99,97
35,99,97
32,99,97
29,99,97
26,99,97
24,99,97
23,99,97
25,99,97
30,99,97
39,99,97
47,99,97
57,99,97
65,99,97
70,99,97
72,99,97
72,99,97
70,99,97
67,99,97
64,99,97
61,99,97
58,99,97
55,99,97
52,99,97
50,99,97
47,99,97
45,99,97
43,99,97
41,99,97
40,99,97
38,99,97
36,99,97
34,99,97
32,99,97
30,99,97
28,99,97
26,99,97
23,99,97
22,99,97
20,99,97
18,99,97
16,99,97
14,99,97
13,99,97
14,99,97
18,99,97
25,99,97
25,99,97
43,99,97
52,99,97
52,99,97
64,99,97
65,99,97
65,99,97
63,99,97
60,99,97
60,99,97
55,99,97
52,99,97
52,99,97
46,99,97
46,99,97
43,99,97
41,99,97
39,99,97
38,99,97
36,99,97
35,99,97
32,99,97
30,99,97
27,99,97
24,99,97
21,99,97
18,99,97
16,99,97
14,99,97
12,99,97
10,99,97
9,99,97
7,99,97
5,99,97
3,99,97
2,99,97
1,99,97
9,99,97
2,99,97
7,99,97
14,99,97
24,99,97
34,99,97
42,99,97
49,99,97
54,99,97
55,99,97
55,99,97
53,99,97
52,99,97
50,99,97
48,99,97
45,99,97
43,99,97
40,99,97
38,99,97
36,99,97
34,99,97
